,L1,L2,L3,L4,L5,L6,L7,L8,U1,U2,U3,U4,U5,U6,U7,U8,T1,T2,T3,T4,T5,T6,T7,T8
YDR163W,26,987,23,194,14,124,19,172,31,2,51,24,20,6,54,9,28,38,31,52,29,176,41,48
YDL146W,28,1075,12,221,14,183,18,283,63,4,57,7,31,0,69,5,35,46,44,38,44,267,63,77
YDR363W-A,257,2908,147,782,72,508,65,693,760,153,495,409,186,96,402,274,351,504,426,427,336,1710,399,384
YDL221W,7,80,5,26,1,6,0,16,15,1,8,6,5,1,5,0,7,6,13,5,4,14,3,6
YDL089W,24,888,21,217,22,142,17,281,43,1,45,9,24,2,31,6,12,12,25,17,12,115,30,40
YDR385W,1353,85825,6291,19343,5686,18618,5808,22991,6633,3815,4177,4386,3342,4805,4871,6621,1677,3136,2205,1923,4957,29711,3866,4732
YDR331W,70,3942,49,913,46,613,43,798,203,14,117,15,114,6,169,3,48,143,64,92,133,705,113,146
YDR196C,106,1202,21,444,7,225,23,403,145,30,201,89,60,14,190,43,101,157,246,175,99,512,233,168
YDR116C,33,2173,89,626,56,354,32,675,99,48,38,44,33,16,76,25,23,57,32,47,34,309,57,63
YDR001C,69,5579,155,1098,124,999,109,1320,393,61,269,101,142,26,273,93,229,252,207,215,311,1322,323,364
YDL230W,67,1365,28,297,14,208,12,209,146,10,82,22,52,6,82,12,106,153,84,82,113,418,92,94
YDR160W,190,3725,69,776,72,593,56,752,295,13,336,36,169,19,319,28,234,307,282,235,335,1230,382,266
YDR123C,16,1165,54,207,28,188,35,308,41,0,17,0,16,0,22,1,13,14,15,9,23,70,16,9
YDR322W,23,2759,92,694,56,513,47,829,152,40,61,48,26,18,68,20,29,75,40,68,48,372,59,90
YDR040C,728,14549,325,3124,633,4632,515,5124,1059,138,1001,182,1476,92,2383,163,737,977,794,675,2200,6987,2210,1662
YDR025W,153,6853,351,1460,272,1259,311,1675,247,139,125,119,128,67,165,171,113,187,121,128,137,741,145,179
YDR046C,525,11455,163,2659,157,1867,149,2220,962,41,725,55,662,11,1141,39,611,944,552,702,1114,3700,1093,885
YDL057W,47,1057,25,246,15,142,20,174,103,5,89,19,38,6,58,5,60,76,56,50,59,239,40,36
YDL248W,15,928,26,247,9,199,27,295,46,3,25,15,30,2,48,5,17,27,20,47,44,244,49,41
YDR008C,2,72,1,22,0,4,2,13,2,0,4,1,0,0,5,0,0,1,0,1,2,5,0,5
YDR485C,30,3227,67,638,41,446,66,660,111,8,127,17,72,4,159,15,50,76,74,88,115,567,175,146
YDR408C,68,2881,60,676,42,468,34,542,370,106,193,196,134,76,175,132,153,243,141,176,212,1063,223,193
YDR038C,756,20286,422,4399,582,4754,454,5512,1382,139,1306,241,1401,79,2331,162,822,1303,927,843,2074,7210,2228,1750
YDL204W,14,787,96,217,23,154,40,237,69,20,56,16,36,9,61,3,44,35,23,22,40,161,41,51
YDR019C,324,8162,175,1833,50,542,56,681,1163,201,629,402,230,92,360,145,400,634,634,549,265,1225,346,291
YDR477W,60,5361,120,1097,80,846,94,1165,178,49,139,67,69,22,161,26,108,85,95,85,100,743,116,139
YDR254W,51,893,15,194,18,143,17,169,118,8,78,6,63,0,86,4,63,67,42,59,52,228,85,51
YDR514C,100,3562,50,904,22,384,46,793,124,16,186,41,90,8,270,12,113,232,170,195,142,780,229,257
YDR296W,92,3250,126,754,44,551,63,886,287,119,205,202,128,55,200,87,121,221,142,182,145,1036,190,219
YDL216C,22,1015,25,286,10,135,16,265,77,1,72,15,39,3,79,4,47,56,56,68,52,259,76,60
YDL100C,182,8373,255,1940,141,1163,153,1782,1327,429,667,684,348,279,606,484,549,893,549,676,702,3994,557,808
YDL124W,302,6322,566,1723,203,1627,241,2699,525,256,337,238,162,71,263,136,310,315,303,208,210,1145,207,242
YDL111C,28,3265,35,798,48,577,29,766,95,9,62,21,60,7,88,18,28,65,47,55,73,465,75,144
YDR324C,603,19175,242,4122,227,2515,228,3644,888,68,1104,172,728,34,1469,72,849,1557,1033,1216,1394,6012,1453,1346
YDL170W,14,1165,15,275,21,174,26,235,60,3,43,6,47,5,29,0,13,20,14,26,26,115,23,44
YDR317W,17,183,1,41,4,41,0,52,28,0,17,4,10,0,21,1,7,35,9,6,16,109,35,19
YDR436W,22,1209,52,234,22,157,43,242,30,15,20,4,13,8,21,6,10,23,19,24,13,106,17,23
YDR208W,87,5929,153,1218,86,845,105,1280,200,11,192,21,93,2,144,6,86,126,143,122,134,707,161,154
YDR386W,20,838,17,221,7,114,9,205,45,2,54,3,20,1,42,4,38,35,46,46,36,200,66,62
YDR504C,23,740,19,204,15,123,17,181,53,9,50,6,13,2,56,10,24,35,59,42,27,157,43,60
YDL220C,3,959,32,160,15,121,24,147,30,1,24,6,13,2,26,4,19,14,17,15,24,119,18,30
YDR258C,1450,29036,958,7180,400,6943,429,8849,3181,260,3010,731,967,118,2227,274,1913,1776,2247,1703,1474,11158,1776,2413
YDR176W,62,3473,98,762,66,572,58,910,108,10,147,17,90,4,208,11,88,129,101,115,137,830,172,176
YDL099W,24,2696,88,580,46,445,87,561,119,30,120,44,38,8,102,17,43,82,60,77,34,410,77,101
YDR380W,215,17887,744,4665,166,1861,163,2857,904,196,597,314,123,36,225,69,194,350,297,307,171,1311,168,376
YDL110C,134,2307,96,652,30,439,39,611,327,52,262,142,96,42,212,74,267,235,235,197,165,1003,178,200
YDR148C,318,20348,734,4001,427,3153,452,3990,2269,585,849,847,520,303,806,502,556,824,714,638,798,4768,793,856
YDL201W,12,1250,50,475,9,195,28,644,28,4,34,12,15,7,21,4,4,13,10,19,24,136,19,60
YDL107W,21,1154,29,285,14,200,5,272,118,6,49,12,28,5,47,10,21,53,18,51,35,219,59,63
YDR515W,101,4515,65,943,30,485,37,633,310,23,167,34,99,6,171,14,182,355,205,240,171,1054,162,214
YDR133C,197,9443,246,1592,229,2050,189,1495,370,53,267,73,259,38,318,37,238,251,229,162,351,1263,328,184
YDR378C,164,1666,25,507,28,382,8,478,383,85,197,179,138,60,233,111,225,319,191,255,213,1070,287,227
YDR473C,22,1832,43,416,37,239,46,415,70,3,84,29,39,7,105,7,47,77,56,98,65,366,83,93
YDR403W,4,82,4,43,2,24,0,24,18,4,10,4,4,0,13,5,0,18,9,6,4,37,14,14
YDR268W,108,1605,36,393,26,314,23,386,305,72,173,114,89,39,142,64,118,155,109,136,118,631,136,132
YDR409W,32,1126,17,200,11,133,14,174,53,5,60,7,32,0,52,0,42,45,33,33,40,229,42,41
YDR173C,16,475,11,144,13,87,10,186,35,0,25,5,18,1,32,2,7,24,27,16,18,102,23,49
YDR389W,39,3001,74,598,44,362,67,605,88,7,44,15,34,4,61,7,39,57,44,41,38,238,57,76
YDR165W,7,3600,69,982,76,559,79,1043,70,8,23,19,28,4,43,5,11,30,20,30,20,231,42,85
YDL113C,253,3386,86,693,53,531,66,582,360,10,257,52,182,18,293,21,311,285,291,187,244,952,322,189
YDR426C,3,7,0,8,1,3,0,6,2,0,0,0,1,0,3,0,0,1,2,2,1,1,0,1
YDR086C,38,1803,87,500,34,347,45,643,98,25,50,42,32,23,56,55,31,51,39,48,39,321,71,106
YDL021W,23,364,14,104,3,113,9,161,95,4,56,14,35,6,70,5,32,25,52,36,40,170,67,46
YDR023W,882,23622,622,5439,485,3729,490,5873,2790,816,1832,1996,1029,1002,2114,1489,1140,2085,1406,1657,1838,11091,1920,2309
YDR394W,213,13527,205,3202,132,2170,155,2960,636,71,466,127,262,37,564,85,376,583,375,544,429,2913,505,671
YDR320C-A,651,2364,82,793,37,632,36,656,409,111,350,289,282,108,481,184,484,558,343,309,402,2020,492,389
YDR003W-A,14,666,17,219,7,153,6,166,47,5,29,5,10,1,29,7,2,31,26,23,21,183,32,35
YDR183W,4,733,10,169,3,104,11,206,26,1,10,4,11,1,12,1,12,13,9,20,6,113,10,30
YDR245W,250,9502,107,2342,108,1393,94,2211,631,70,473,134,323,39,718,73,389,687,490,606,664,3097,787,759
YDL154W,25,934,28,208,25,176,24,262,95,8,28,2,51,2,65,5,22,46,35,26,74,257,65,58
YDL184C,3867,6216,3076,4270,783,2445,1121,3585,5496,2628,6832,8853,3027,3497,7086,8332,3994,4850,7419,5843,4496,21968,8653,7743
YDR153C,43,3539,76,707,45,448,90,874,50,4,39,8,29,1,59,2,27,49,31,29,54,261,58,73
YDR434W,476,6363,126,1469,59,917,57,1077,794,121,545,240,295,58,474,97,480,678,464,491,461,2022,540,457
YDL002C,131,2944,57,780,43,471,42,803,279,12,212,32,157,5,258,10,215,267,204,219,226,1003,243,191
YDR225W,281,22618,855,6787,703,6183,740,8943,1137,91,1042,188,616,80,1413,236,350,697,874,765,926,7149,1380,1553
YDR418W,111,6999,273,1710,239,1349,213,2526,308,144,133,192,97,95,168,206,70,132,77,103,116,787,152,206
YDR224C,105,6101,177,1399,116,1333,153,2093,121,22,98,28,109,21,142,28,106,88,95,84,155,791,156,216
YDR502C,16,4138,103,1018,53,294,75,498,101,15,45,32,26,8,39,24,9,25,22,44,19,162,33,39
YDR447C,5212,22283,715,6669,728,5370,474,5768,7170,2213,4184,4798,3702,2133,5171,4209,4169,6361,4333,4734,4818,23633,6036,5288
YDL039C,6,306,3,79,5,39,20,86,3,0,1,5,3,0,1,0,6,7,2,3,6,14,11,11
YDL225W,81,4068,90,879,64,695,64,994,168,32,177,74,95,25,188,34,75,168,88,137,172,1126,168,211
YDR259C,5,205,7,46,1,29,2,48,10,3,7,4,4,1,8,0,3,14,6,6,4,19,4,4
YDR495C,16,2452,46,633,30,267,40,527,70,3,97,4,55,0,110,0,44,68,65,81,88,389,73,147
YDR357C,468,1851,49,525,29,290,26,417,518,138,417,376,213,89,390,211,499,491,404,355,325,1346,479,245
YDR370C,11,1102,15,268,18,192,21,306,44,6,42,8,26,6,63,3,34,37,23,43,65,336,45,65
YDR298C,890,24747,819,6468,547,4429,487,6459,5871,1310,2184,2632,1366,888,2377,1713,1226,2064,1558,1959,1733,10071,1904,2325
YDR276C,149,6668,235,1648,75,1102,118,1784,232,141,149,126,71,19,132,59,129,196,135,162,135,670,186,239
YDL247W,5,130,5,27,9,17,12,20,26,4,5,3,5,0,16,2,6,2,12,6,10,37,17,5
YDR406W,62,3035,107,524,61,457,73,528,143,17,193,54,134,21,208,19,125,152,134,118,241,750,237,140
YDR273W,8,143,7,46,6,27,2,58,14,0,17,0,14,0,28,1,12,6,13,11,13,56,22,12
YDR453C,8,282,6,86,4,41,1,76,15,2,10,5,10,1,16,0,5,17,13,4,2,39,3,8
YDR383C,20,510,18,147,11,77,24,157,76,7,48,11,31,2,60,2,29,36,33,39,47,254,48,67
YDR375C,47,2636,71,549,34,389,48,594,293,112,146,156,57,36,102,57,49,90,95,98,103,479,99,114
YDL161W,9,2202,80,404,65,275,50,503,54,7,45,3,14,2,39,12,13,26,9,35,21,219,34,41
YDL051W,63,6608,103,1610,86,1087,107,1832,224,61,114,143,112,59,178,97,67,179,76,154,130,1197,163,241
YDR084C,18,1355,23,316,25,292,22,302,102,12,33,26,26,3,33,10,19,33,25,35,24,250,38,25
YDL056W,44,4560,101,902,91,637,101,1011,155,7,145,15,89,2,211,9,61,122,108,119,147,848,176,215
YDR344C,0,40,3,9,2,9,2,15,8,0,3,1,3,0,22,0,2,4,1,1,5,21,3,4
YDR320C,15,1397,43,244,32,194,41,360,20,3,11,1,6,2,11,1,9,7,5,12,7,34,5,14
YDR221W,103,4579,84,920,71,590,80,945,245,41,243,103,172,16,297,31,222,320,225,280,279,1327,362,300
YDR456W,59,4403,186,1011,96,823,91,998,238,82,204,159,102,51,210,83,76,121,111,107,154,846,170,186
YDL036C,86,3250,51,835,33,591,58,820,231,9,153,31,128,10,235,17,92,138,131,136,137,791,192,283
YDL217C,34,2493,38,569,33,383,24,560,140,15,78,63,70,10,101,14,58,90,50,68,67,450,80,99
snR63,12860,3381,2918,1639,2459,2358,1186,2344,22110,11352,12071,13901,7238,13265,9971,18709,8616,11350,13528,8476,10306,53119,12606,12740
YDR334W,573,14956,356,3336,260,2040,318,3239,823,32,1004,63,470,16,1055,34,681,986,887,896,863,4518,1004,1149
YDL049C,24,1425,29,307,29,149,11,280,104,15,40,19,28,6,56,14,22,36,46,28,30,176,43,45
YDL164C,220,6132,89,1218,60,702,53,978,435,28,334,56,168,14,333,30,270,346,240,281,267,1176,305,267
YDR384C,126,11841,297,2798,117,1334,103,1097,580,36,160,51,79,6,110,13,156,187,123,127,75,653,50,106
YDR093W,253,12163,362,2565,265,1951,302,2725,533,55,654,134,372,36,798,68,290,391,429,412,532,2504,645,832
YDR071C,146,7460,150,1859,94,1250,136,2073,610,112,388,255,213,76,374,176,230,381,360,355,225,2199,381,523
YDL143W,131,13590,313,3392,220,2396,231,3373,675,170,533,351,344,170,610,267,196,497,309,449,499,3250,543,716
YDR032C,368,5234,472,1332,186,1110,142,1175,2345,799,981,1194,360,326,532,461,533,826,674,595,490,2516,448,494
YDR063W,30,1682,31,364,19,301,30,422,165,40,67,67,49,24,102,34,42,64,74,63,87,501,92,88
YDL166C,50,1899,45,514,33,355,29,536,209,45,97,63,79,30,131,58,67,151,91,139,106,878,135,175
YDR004W,307,3278,68,755,63,526,41,600,370,19,278,48,187,9,323,13,326,344,300,259,334,1419,426,266
YDR151C,45,5722,90,1242,68,996,53,1341,222,3,146,10,71,2,129,8,94,131,86,155,84,967,108,251
YDR037W,174,20586,503,5013,449,3280,450,5589,588,221,343,246,249,209,490,327,195,368,257,384,404,2823,491,757
YDL175C,11,945,10,237,19,152,20,245,20,3,17,4,7,0,20,0,4,17,8,12,15,103,10,19
YDR286C,4,340,12,113,7,85,3,113,35,8,18,9,13,2,15,3,4,10,11,13,12,119,18,25
YDR172W,838,35820,750,7487,560,5750,515,7970,2168,524,2034,1260,1016,440,2208,676,685,1287,891,1080,1438,7545,1491,1721
YDL174C,790,39275,1945,10968,260,2623,270,3706,4129,1121,2410,2091,207,116,491,255,1127,1809,1440,1583,407,3189,455,673
YDR080W,175,3941,71,779,59,453,73,705,273,12,284,28,157,3,308,3,285,294,284,228,233,1024,326,251
YDR503C,12,1531,11,300,23,168,6,230,124,4,58,10,34,2,61,3,37,79,45,72,65,280,59,82
YDR069C,47,2408,69,528,33,377,47,505,74,7,51,10,33,6,65,3,41,79,50,59,44,416,52,95
YDR047W,62,1750,93,866,35,318,63,951,153,47,214,137,76,18,185,77,43,87,122,117,112,495,128,154
YDR267C,28,1771,42,489,18,315,32,581,54,7,65,27,30,4,101,13,43,70,79,83,53,367,92,140
YDR142C,126,2520,65,654,41,495,26,437,236,7,177,12,160,5,239,5,180,183,166,143,218,859,212,198
YDL212W,830,9370,173,2144,117,1665,92,1985,2086,492,1109,923,697,302,1127,603,1134,1592,1066,1172,991,5534,1143,1157
YDR249C,15,830,10,210,4,138,6,168,41,2,38,4,27,1,42,0,13,29,15,29,49,152,31,29
YDL209C,5,1189,29,299,12,146,13,300,31,0,37,4,12,1,28,0,5,35,19,58,19,243,22,83
YDR044W,35,1573,61,391,27,228,34,363,74,28,55,39,38,17,60,25,28,32,34,28,47,152,51,45
tK(UUU)D,17,101,3,35,1,20,0,14,39,3,23,19,7,5,12,11,24,23,19,17,20,100,29,9
YDR311W,110,4319,99,883,62,664,48,821,213,10,255,23,148,8,292,14,160,250,211,217,276,1143,350,313
YDR222W,45,4299,40,1058,17,263,24,399,136,21,106,16,40,1,76,0,41,174,77,184,66,337,77,99
YDR401W,3,42,1,20,0,18,7,18,6,0,9,0,1,0,4,0,2,1,1,0,2,4,3,1
YDR207C,7,635,41,93,6,85,14,137,17,2,14,4,11,0,20,2,9,6,12,5,11,74,13,20
YDL005C,35,1662,68,332,29,332,48,487,52,11,37,12,22,5,37,12,24,41,37,47,32,239,51,69
YDR295C,55,2061,39,413,49,364,37,470,125,4,96,14,99,1,203,6,77,100,79,76,96,461,132,116
YDL208W,144,11341,170,2869,155,2053,162,3071,1038,171,370,329,351,106,503,199,294,585,254,505,521,3325,481,678
YDR135C,563,24122,522,6729,218,3358,303,6560,990,383,1175,840,486,283,1114,517,687,1639,1031,1891,842,7902,1073,2517
YDR247W,8,527,47,112,39,150,41,217,21,3,9,1,17,0,32,0,17,10,5,5,22,81,16,12
YDL197C,16,1883,62,374,35,279,48,364,71,8,77,24,40,7,78,13,40,68,37,33,91,356,66,84
YDR229W,32,2328,83,530,20,340,49,459,148,7,149,20,57,2,143,4,74,103,99,80,147,569,149,129
YDR027C,118,4747,107,1133,69,687,58,1108,246,18,244,30,158,5,256,22,109,183,158,178,184,1075,249,261
YDL106C,13,1259,48,279,12,166,29,268,28,1,20,8,10,0,28,4,27,19,7,20,23,112,24,27
YDR404C,16,2454,40,628,27,433,42,649,67,7,28,4,32,3,36,4,22,58,23,42,29,255,41,78
YDR256C,379,12377,250,2718,14,440,31,452,928,171,675,249,56,20,86,33,807,1006,649,659,98,744,102,124
YDR518W,26,478,21,86,10,54,15,130,34,13,29,11,6,5,12,10,23,37,21,12,15,73,17,31
YDR055W,127,12836,301,2180,106,944,188,1517,163,43,116,44,79,6,87,16,117,201,84,120,104,538,79,113
YDL087C,4,718,16,130,5,121,12,122,27,3,19,3,5,0,16,0,13,16,13,13,23,115,16,26
YDR177W,125,3557,96,913,79,747,65,1092,420,81,268,178,162,71,355,129,142,282,157,198,250,1552,301,322
YDL014W,45,5589,180,1474,84,648,126,1974,57,46,50,55,54,18,101,64,33,86,56,96,62,464,61,107
YDR289C,109,2878,58,692,43,396,45,661,230,12,201,28,138,4,266,12,175,237,164,189,194,1030,249,234
YDL159W,17,1929,44,467,16,310,17,481,68,0,41,12,19,2,46,3,13,24,28,27,34,217,21,56
YDR532C,62,1600,33,352,34,229,22,338,91,9,104,9,57,3,165,7,58,94,104,77,76,470,146,94
YDR137W,127,4300,70,1006,69,674,79,876,340,9,295,60,148,10,327,25,219,246,276,264,322,1406,346,295
YDL153C,356,9207,289,1910,212,1323,284,1983,424,107,590,325,368,121,966,198,486,912,488,628,722,3808,847,721
YDR393W,160,4764,82,1137,59,684,51,902,411,45,271,81,145,13,277,18,282,359,231,268,257,1142,233,249
YDR506C,32,1082,25,233,16,158,5,166,78,7,57,21,28,1,61,3,57,69,64,60,63,239,61,62
YDL219W,203,1163,28,263,12,233,21,274,253,84,193,143,122,63,203,137,184,261,196,181,207,1049,258,203
YDL090C,114,2139,37,459,17,267,19,348,213,43,113,87,86,19,137,36,139,239,122,140,135,588,181,159
YDR033W,187,9107,345,2062,192,1289,232,2132,290,116,219,125,142,34,203,88,198,188,185,135,121,758,171,307
YDR035W,172,5390,166,1428,98,898,117,1591,377,95,278,214,187,96,383,179,254,329,241,277,340,1666,429,413
YDR332W,18,1825,44,431,45,373,54,509,69,6,78,10,45,2,99,13,30,46,65,54,97,356,114,127
YDR510W,13,618,29,98,15,77,32,207,7,4,4,12,9,2,16,7,13,12,5,14,9,72,16,24
YDL055C,7853,76053,2082,18923,1643,12925,1533,16609,8520,2813,8784,6125,5574,2890,9577,4535,7117,9118,6431,6531,7830,35910,8716,7109
YDR480W,1,430,12,96,9,77,7,101,13,2,6,0,2,0,8,3,1,5,1,1,5,32,5,5
YDL103C,102,3431,128,834,62,549,74,827,274,51,204,141,98,41,104,50,103,108,131,145,88,677,117,181
YDL085C-A,144,538,31,153,13,159,21,178,177,68,158,228,113,56,210,127,183,165,150,162,172,865,204,149
YDR350C,84,4608,80,947,34,625,51,871,233,16,261,47,143,11,272,12,146,198,174,209,207,1091,272,261
YDR342C,9777,153715,9384,46613,6567,21890,8550,33785,21677,1994,25518,5445,13842,590,32263,975,12058,11894,20436,11613,22795,36778,31504,10453
YDR087C,134,5104,52,1147,67,912,65,1195,377,47,239,118,278,48,445,90,163,393,181,300,324,1631,334,408
YDL236W,668,7094,119,1694,101,1338,80,1847,1161,252,738,448,497,164,802,285,742,1004,695,688,777,3498,770,718
YDR012W,240,14574,899,3608,528,2374,660,3416,380,227,296,218,235,115,277,269,125,178,142,167,265,1359,259,297
YDL121C,358,4102,36,1136,58,759,40,1036,504,138,503,392,338,108,704,288,462,683,415,490,466,2505,648,532
YDR525W-A,22,631,180,214,43,176,117,197,50,11,28,26,32,3,46,19,17,13,34,16,24,168,33,33
tG(GCC)D2,3,43,0,19,0,19,0,8,11,1,3,1,0,0,4,0,0,6,4,0,3,34,5,11
YDL190C,228,7501,204,1625,109,1056,152,1398,392,48,377,103,215,13,398,52,251,315,251,289,317,1451,403,301
YDL047W,46,5449,122,1380,82,894,125,1571,138,11,65,7,70,5,100,8,32,73,40,62,95,441,65,166
YDR099W,97,4833,365,1199,170,865,303,1340,146,95,134,144,66,37,136,80,106,100,98,93,72,450,91,105
YDR092W,9,1111,28,247,5,158,16,293,37,8,17,11,16,9,16,10,11,24,17,17,21,133,15,44
YDR164C,44,3844,80,841,90,583,89,838,124,17,104,19,63,6,107,13,39,80,58,62,57,406,83,138
YDR058C,98,955,16,317,11,162,9,255,142,7,86,26,48,5,92,5,62,87,103,69,81,295,97,70
YDL020C,217,13674,191,3400,90,1976,103,2783,416,28,337,64,120,14,219,24,264,410,268,458,211,1691,222,542
YDL025C,103,4540,100,951,64,706,72,763,240,23,145,43,80,16,111,18,114,183,125,118,125,700,112,130
YDR374C,2,25,0,10,1,3,0,6,3,2,3,4,2,0,2,0,5,1,3,1,5,12,1,1
YDL207W,34,2718,82,704,42,416,61,799,133,6,113,40,61,12,119,25,52,110,62,54,88,553,91,165
YDR270W,123,14798,199,3554,76,946,104,1750,580,30,632,64,182,6,385,16,246,702,522,811,273,1578,369,527
YDR152W,39,5462,85,1091,52,703,59,1208,262,42,167,73,121,20,238,44,109,186,131,231,178,1318,181,248
YDL148C,172,11516,212,2380,166,1625,166,2354,437,46,635,132,329,30,806,50,427,846,507,767,663,3812,779,846
tI(UAU)D,2,10,0,4,0,22,0,3,6,2,0,2,1,1,1,0,0,4,0,0,0,11,4,0
YDR379C-A,61,603,39,209,15,103,21,135,196,43,104,88,34,13,86,31,67,75,80,72,56,286,70,65
YDR218C,14,33,9,9,0,14,0,12,8,9,10,2,3,0,3,6,8,11,9,6,7,18,4,4
YDL018C,102,2290,56,557,19,303,17,387,305,41,234,90,99,18,176,50,165,275,230,203,101,788,155,180
YDR507C,136,10299,262,2492,101,915,192,1786,390,23,457,63,215,8,497,20,184,281,319,392,282,1444,322,378
YDL003W,192,8762,130,1895,101,902,93,1371,322,16,439,35,205,7,444,12,227,403,325,377,422,1804,537,444
YDR524C-B,324,14229,285,2610,331,2850,369,3976,403,225,266,244,494,226,596,373,278,377,254,287,518,2558,567,620
YDR371W,176,1755,55,423,36,270,18,421,180,16,157,24,109,11,226,23,179,171,140,119,191,697,165,161
YDR359C,16,3377,114,692,48,349,86,660,64,7,36,8,19,0,48,6,20,27,23,23,24,178,24,27
YDL180W,53,2952,60,893,32,626,57,820,80,7,131,9,41,1,118,2,47,131,76,135,92,839,107,192
YDL133W,78,2920,28,669,24,379,32,504,181,7,115,12,62,0,98,2,85,99,85,108,79,496,109,100
YDR335W,732,15456,350,3165,248,2057,227,2935,999,128,1083,315,587,64,1274,137,858,1228,989,855,983,4151,1110,1038
YDR351W,101,5648,101,1285,61,661,82,917,237,8,165,21,78,4,179,8,121,201,134,143,135,669,137,192
YDL150W,81,3968,114,1080,41,508,60,1069,102,21,222,76,101,13,343,30,83,165,153,155,109,655,249,222
YDL177C,37,748,7,188,5,87,8,131,53,4,32,4,25,3,53,5,29,46,28,31,48,150,29,21
YDR171W,68,6225,309,1499,90,1825,117,2861,136,20,82,10,42,4,39,17,72,43,35,46,46,610,41,91
YDR364C,56,2646,39,718,36,409,27,621,171,5,104,23,79,3,186,8,69,112,63,160,121,683,176,242
YDR309C,6,272,7,42,2,17,5,70,1,0,3,2,1,0,6,1,4,4,4,1,1,9,1,2
YDL239C,51,986,28,244,18,137,29,210,75,11,112,24,43,5,76,9,52,51,63,52,83,263,76,79
YDL156W,6,1344,46,259,11,170,34,244,45,1,14,3,32,0,31,1,12,34,18,13,28,136,30,30
YDL016C,8,174,13,64,4,45,9,53,26,11,20,18,12,4,14,10,8,18,18,14,19,66,13,17
YDL085W,155,1583,92,348,7,48,7,63,378,112,189,178,7,9,18,15,144,171,128,149,13,63,16,21
YDR300C,109,5280,81,1399,62,883,44,1340,268,9,175,38,188,13,332,20,160,269,194,250,351,1505,330,357
YDL168W,153,10174,132,2575,106,2384,110,2918,531,207,319,379,210,140,280,214,214,621,256,555,328,3801,336,782
YDR195W,12,1782,37,343,26,273,37,416,87,3,40,14,38,6,65,4,14,48,31,49,51,201,57,39
YDR321W,376,6429,114,1301,94,1318,72,1612,889,279,425,416,616,305,753,567,442,758,385,409,654,3276,644,788
YDR237W,659,6960,195,1731,115,1189,121,1322,943,299,835,703,444,150,718,264,800,1201,776,816,755,3500,744,629
YDL127W,22,592,22,133,6,67,9,117,31,10,28,8,6,1,32,4,23,21,17,16,18,68,23,23
YDR107C,59,1639,46,382,28,258,19,267,263,48,161,78,82,12,88,33,117,149,161,107,124,471,124,116
YDR472W,6,1787,22,464,31,331,23,513,61,3,23,6,20,0,38,6,18,48,19,36,41,378,38,82
YDL030W,87,2420,40,546,51,332,39,532,165,7,114,11,103,4,210,5,133,191,129,128,193,647,189,141
YDR468C,108,2499,41,593,34,404,60,636,251,42,200,94,132,24,315,40,201,232,161,188,215,959,275,246
YDL084W,1199,18910,695,4468,561,4280,506,5448,3989,1537,2398,2883,1610,1449,2551,2307,1798,2742,1921,2060,2411,13931,2444,2916
YDL203C,83,3734,61,702,39,509,42,636,160,14,151,23,87,10,146,7,117,178,89,90,145,660,153,128
YDR285W,13,819,10,155,8,111,17,206,46,3,49,11,15,7,47,9,10,33,24,37,28,131,38,33
YDL229W,998,69461,3139,17686,3310,13102,3466,17934,5092,2122,2639,3155,2402,2917,4205,4921,1334,2985,1962,2323,4305,28411,3859,5296
YDR329C,151,4845,90,1067,47,691,64,904,292,53,345,88,169,27,292,43,280,387,281,266,296,1490,346,303
YDR034C,68,4768,97,984,80,677,86,1004,262,15,184,19,133,7,300,8,94,157,139,143,219,761,219,231
YDR009W,721,52015,858,11558,604,6056,636,7127,1767,106,1328,189,800,19,1498,26,681,1573,831,1156,1125,5472,1066,1219
YDR488C,44,1176,32,302,21,148,23,266,75,16,101,52,55,18,109,32,75,93,92,63,85,277,96,87
YDR103W,10,265,8,61,4,32,6,54,13,0,16,5,14,3,27,3,14,6,6,12,11,42,19,14
YDR336W,22,1133,15,288,22,220,19,390,128,6,82,21,57,3,110,9,40,50,49,65,99,430,98,101
YDL101C,23,1942,43,464,21,305,26,427,96,5,38,26,33,7,67,13,34,50,41,60,45,352,61,92
YDR162C,126,2218,47,560,30,316,18,446,246,20,195,44,127,8,196,15,119,230,182,183,165,722,197,168
YDR312W,99,4450,62,935,55,631,58,922,229,24,178,81,154,16,263,22,132,299,147,187,218,1245,261,252
YDL061C,239,3876,136,811,70,566,109,773,307,202,189,143,234,88,245,182,173,245,166,185,230,1095,267,246
YDL040C,33,3064,149,1080,88,521,101,1383,117,29,91,58,56,29,103,60,21,70,61,77,70,518,102,163
YDR145W,63,5024,124,993,76,796,100,1021,185,29,183,49,91,16,196,37,77,166,104,131,171,841,177,178
YDR124W,7,141,2,37,2,45,2,37,22,0,15,0,20,0,8,0,16,5,9,3,10,34,25,15
YDL231C,216,6380,130,1458,127,1271,129,1375,441,46,388,81,351,40,595,51,337,498,329,393,618,2705,668,539
YDR190C,604,15331,235,3519,130,2130,181,3141,774,148,1026,393,621,81,1237,192,798,1361,903,1119,866,5180,1238,1261
